dreamteam_count,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team,position,player_name
4,5.8,4.1,20.0,134,6588914,5110737,2579,10,7,3,60,0,0,0,7,1,0,21,425,667.6,453.4,932.0,205.2,Watford,Forward,Emmanuel Dennis
0,4.3,1.1,0.2,10,49976,54548,396,0,0,0,8,0,0,0,3,0,0,0,58,47.0,33.2,10.0,9.0,Watford,Midfielder,Oghenekaro Peter Etebo
2,5.6,2.7,2.9,87,1882523,1712180,2244,5,4,3,47,0,0,0,5,0,0,5,268,403.0,460.1,696.0,155.5,Watford,Forward,Joshua King
1,4.9,2.5,1.6,62,684766,635227,1138,5,2,1,34,1,0,0,3,0,0,8,247,305.8,289.5,397.0,98.7,Watford,Forward,Juan Camilo Hernández Suárez
0,5.5,2.1,0.1,54,142868,136830,1917,1,2,2,34,1,0,0,3,1,0,2,218,304.8,164.2,353.0,82.1,Watford,Midfielder,Juraj Kucka
0,5.0,1.4,0.0,10,2095,2307,334,0,0,0,9,0,0,0,0,0,0,0,22,18.2,53.1,23.0,9.0,Watford,Midfielder,Ozan Tufan
0,4.4,1.7,0.0,5,1131,1183,167,0,0,0,2,0,0,0,0,0,0,0,27,23.4,10.7,0.0,3.5,Watford,Defender,Nicolas Nkoulou
0,4.5,2.0,0.1,38,33471,25869,1622,1,0,3,37,0,0,0,3,1,0,3,299,368.8,153.3,45.0,56.5,Watford,Defender,Hassane Kamara
0,4.5,1.9,0.0,36,7533,6447,1674,0,0,4,36,0,0,0,4,0,0,0,272,298.2,24.7,121.0,44.5,Watford,Defender,Samir Caetano de Souza Santos
0,4.5,1.8,0.0,24,4683,4035,795,0,0,2,17,0,0,0,0,0,0,1,127,121.0,91.7,30.0,24.3,Watford,Midfielder,Edo Kayembe
0,4.9,1.8,0.0,7,786,618,221,0,0,1,6,0,0,0,0,0,0,0,23,21.8,31.9,24.0,7.8,Watford,Midfielder,Samuel Kalu
0,5.4,2.8,1.2,66,199711,249885,2078,1,0,5,29,1,0,0,1,0,0,5,388,506.0,33.3,131.0,67.2,West Ham,Defender,Kurt Zouma
0,4.3,1.7,0.7,19,124839,131155,325,1,0,1,5,0,0,1,0,0,0,1,76,85.2,24.5,34.0,14.4,West Ham,Midfielder,Mark Noble
3,5.0,3.7,2.8,136,445018,398488,3330,0,0,8,50,0,3,0,2,0,114,9,661,918.6,0.0,0.0,91.8,West Ham,Goalkeeper,Lukasz Fabianski
1,4.9,3.6,0.2,40,81650,90656,921,1,0,3,11,0,0,0,1,0,0,6,182,167.0,5.3,67.0,24.0,West Ham,Defender,Angelo Ogbonna
1,5.4,3.7,7.9,115,1231696,1977338,2726,2,4,7,38,0,0,0,3,0,0,17,578,589.2,545.7,187.0,132.4,West Ham,Defender,Aaron Cresswell
0,5.0,1.3,0.1,25,10630,24982,303,1,0,1,4,0,0,0,1,0,0,0,73,75.4,63.2,150.0,28.6,West Ham,Midfielder,Andriy Yarmolenko
4,7.3,3.9,24.3,140,7618487,7847889,2975,10,10,7,43,0,0,1,6,1,0,14,441,649.2,615.6,1274.0,252.7,West Ham,Forward,Michail Antonio
0,4.9,2.6,0.8,90,212517,176739,2752,2,3,6,43,0,0,0,4,1,0,1,466,712.0,62.4,389.0,116.6,West Ham,Defender,Craig Dawson
0,4.4,1.0,0.1,7,6101,12633,303,0,0,0,6,0,0,0,1,0,0,0,38,29.6,31.6,4.0,6.6,West Ham,Defender,Ryan Fredericks
1,5.6,3.1,0.4,92,144077,131225,1777,5,3,4,29,0,0,0,2,0,0,8,440,425.4,373.5,201.0,100.3,West Ham,Midfielder,Manuel Lanzini
1,4.4,2.2,0.1,29,55653,53461,645,1,1,1,12,0,0,0,1,0,0,3,145,178.2,57.2,39.0,27.5,West Ham,Defender,Arthur Masuaku
1,4.7,2.5,3.1,70,728018,1464828,2207,0,4,6,36,1,0,0,3,1,0,3,384,433.2,359.9,167.0,95.8,West Ham,Defender,Vladimir Coufal
4,5.9,4.3,10.7,138,4289826,4288183,2162,8,6,9,27,0,0,0,0,0,0,15,441,561.0,476.4,737.0,177.6,West Ham,Midfielder,Saïd Benrahma
6,6.9,5.7,15.0,206,4802662,3652007,2987,12,17,8,46,0,0,0,6,0,0,24,586,822.2,627.2,1223.0,267.4,West Ham,Midfielder,Jarrod Bowen
1,5.0,2.6,4.3,95,708645,776210,3178,1,4,8,49,0,0,0,8,0,0,7,595,773.4,401.8,288.0,146.8,West Ham,Midfielder,Declan Rice
2,5.7,3.3,3.4,114,405482,961615,3061,5,1,6,46,0,0,0,3,0,0,14,485,662.0,300.1,690.0,165.6,West Ham,Midfielder,Tomas Soucek
1,5.9,3.2,1.3,117,617175,590788,2795,6,4,8,38,0,0,0,4,0,0,5,480,574.8,719.5,532.0,182.7,West Ham,Midfielder,Pablo Fornals
1,4.2,2.3,0.3,30,52567,68358,961,0,1,2,19,0,0,0,0,0,0,2,203,225.6,21.3,44.0,29.1,West Ham,Defender,Issa Diop
0,3.9,2.4,3.6,48,677958,592295,1397,1,0,3,18,0,0,0,1,0,0,1,235,307.2,176.4,39.0,52.3,West Ham,Defender,Ben Johnson
0,4.7,2.0,0.7,2,143981,203080,90,0,0,0,1,0,0,0,0,0,2,0,11,20.4,0.0,0.0,2.0,West Ham,Goalkeeper,Alphonse Areola
0,5.6,1.6,0.0,30,9981,9609,549,1,0,1,10,0,0,0,0,0,0,0,98,85.4,122.8,115.0,32.3,West Ham,Midfielder,Nikola Vlasic
0,4.4,1.0,0.1,1,25343,22233,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,West Ham,Midfielder,Alex Kral
0,4.0,1.0,0.1,1,4751,3795,6,0,0,0,1,0,0,0,0,0,0,0,4,2.0,1.0,0.0,0.3,West Ham,Defender,Harrison Ashby
0,4.5,1.0,0.0,1,715,602,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,West Ham,Midfielder,Sonny Perkins
0,4.5,1.0,0.0,1,349,208,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,West Ham,Midfielder,Daniel Chesters
1,4.9,2.7,0.7,96,227335,217432,2970,2,1,11,40,0,0,0,4,0,0,8,511,527.8,660.9,144.0,133.2,Wolves,Midfielder,João Filipe Iria Santos Moutinho
0,4.9,1.7,0.1,17,14720,17055,900,0,0,1,20,0,0,0,1,0,0,0,165,195.4,18.1,29.0,24.3,Wolves,Defender,Willy Boly
1,4.7,3.6,13.4,138,2263674,1635017,3361,4,0,11,43,0,0,0,4,0,0,10,688,781.0,45.4,202.0,103.2,Wolves,Defender,Conor Coady
1,7.5,3.0,4.2,101,3042843,3027938,2630,6,5,11,32,0,0,0,5,2,0,11,266,470.8,506.7,746.0,171.2,Wolves,Forward,Raúl Jiménez
1,4.8,3.5,2.1,109,862203,753395,2706,2,0,11,30,0,0,0,6,0,0,6,540,694.6,112.2,214.0,102.3,Wolves,Defender,Romain Saïss
1,4.2,3.7,1.3,67,1025089,953784,1448,0,3,6,14,0,0,0,3,0,0,5,295,247.2,187.3,135.0,56.3,Wolves,Defender,Fernando Marçal
2,4.5,2.9,0.6,38,101553,53536,1022,2,0,2,22,0,0,0,1,0,0,2,178,229.8,174.2,144.0,54.9,Wolves,Defender,Jonathan Castro Otto
1,4.6,2.5,0.3,76,74263,67799,1945,2,3,5,29,0,0,0,4,0,0,5,308,348.6,180.0,279.0,80.9,Wolves,Midfielder,Leander Dendoncker
0,5.6,2.2,1.0,44,530240,581403,1069,1,1,5,10,0,0,0,0,0,0,0,168,192.0,271.1,300.0,76.6,Wolves,Midfielder,Adama Traoré
0,5.2,2.9,0.9,95,251079,312066,2659,4,2,9,34,0,0,0,9,0,0,7,509,629.6,436.7,237.0,130.4,Wolves,Midfielder,Rúben Diogo da Silva Neves
0,4.8,3.8,1.5,94,621237,657697,2131,0,1,9,18,0,0,0,1,0,0,9,412,346.2,289.3,266.0,90.3,Wolves,Defender,Nélson Cabral Semedo
0,5.5,2.7,0.2,70,132714,122412,1475,2,3,9,12,0,0,0,2,0,0,2,257,328.6,493.0,459.0,128.2,Wolves,Midfielder,Daniel Castelo Podence
0,4.5,3.5,1.3,106,575476,490622,2688,1,1,10,25,0,0,0,3,0,0,5,536,587.8,68.8,207.0,86.5,Wolves,Defender,Max Kilman
0,4.5,0.5,0.1,1,7872,34960,7,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.7,24.0,2.1,Wolves,Midfielder,Morgan Gibbs-White
0,6.2,1.7,0.1,22,17478,15974,459,1,1,0,14,0,0,0,3,0,0,0,88,103.4,205.1,219.0,52.6,Wolves,Midfielder,Pedro Lomba Neto
0,3.9,1.8,1.6,14,337223,381010,306,0,0,1,5,0,0,0,1,0,0,0,56,42.6,22.1,8.0,7.1,Wolves,Defender,Ki-Jana Hoever
0,5.6,1.4,0.4,30,60803,97317,562,0,1,0,7,0,0,0,0,0,0,0,43,21.0,48.3,262.0,32.0,Wolves,Forward,Fabio Silva
0,4.3,1.5,0.2,3,7550,15040,135,0,0,0,3,0,0,0,0,0,4,0,20,34.2,0.0,0.0,3.4,Wolves,Goalkeeper,John Ruddy
1,5.6,2.4,0.3,66,135774,158964,1328,2,1,7,15,0,0,0,0,0,0,2,197,242.0,247.2,390.0,87.9,Wolves,Midfielder,Francisco Machado Mota de Castro Trincão
2,4.1,3.8,1.3,87,385429,325163,1826,1,4,7,26,0,0,0,4,0,0,10,367,390.8,323.2,174.0,89.1,Wolves,Defender,Rayan Ait Nouri
4,5.2,3.9,8.3,146,1765685,1134280,3285,0,1,11,40,1,0,0,3,0,121,11,722,947.0,30.0,0.0,97.5,Wolves,Goalkeeper,José Malheiro de Sá
0,4.4,1.8,0.1,7,12082,11827,179,0,0,1,1,0,0,0,0,0,0,0,32,17.0,32.0,2.0,5.1,Wolves,Midfielder,Luke Cundle
0,4.4,1.0,0.2,1,40835,37967,12,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.7,2.0,0.6,Wolves,Midfielder,Chem Campbell
1,5.4,2.7,3.4,81,2119461,1898820,1811,5,1,7,22,0,0,0,2,0,0,11,288,322.2,268.3,481.0,106.7,Wolves,Forward,Hee-Chan Hwang
0,4.4,1.5,0.0,6,696,558,360,0,0,0,6,0,0,0,1,0,0,0,52,87.0,4.5,28.0,12.0,Wolves,Defender,Toti António Gomes
0,5.5,2.5,0.0,20,2256,1393,203,0,3,0,5,0,0,0,0,0,0,2,67,99.4,83.4,118.0,30.1,Wolves,Midfielder,Francisco Jorge Tomás Oliveira
