,dreamteam_count,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team,position,player_name
212,1,5.0,3.5,18.2,131,1689605,1590494,3330,0,0,7,58,0,2,0,1,0,131,12,706,1076.6,11.2,0.0,109.1,Leicester,Goalkeeper,Kasper Schmeichel
213,0,5.4,2.2,0.3,39,51588,46628,1346,1,1,2,23,0,0,0,3,0,0,0,257,355.6,57.6,75.0,48.8,Leicester,Defender,Jonny Evans
214,0,5.2,2.4,0.1,40,22550,32878,1127,1,2,2,24,0,0,0,3,0,0,2,169,236.2,208.6,51.0,49.7,Leicester,Midfielder,Marc Albrighton
215,0,4.3,1.7,1.1,24,349723,315419,1032,0,0,2,15,0,0,0,3,0,0,0,147,88.2,44.2,7.0,14.0,Leicester,Midfielder,Nampalys Mendy
216,0,4.0,3.0,3.4,3,242631,267764,90,0,0,0,1,0,0,0,0,0,4,0,17,32.4,0.0,0.0,3.2,Leicester,Goalkeeper,Danny Ward
217,5,10.3,5.3,12.0,133,3896763,4286672,1801,15,3,4,27,1,0,0,2,0,0,24,480,599.8,229.5,775.0,159.6,Leicester,Forward,Jamie Vardy
218,1,5.2,2.5,1.5,35,371139,552145,990,1,3,1,20,0,0,0,3,0,0,3,202,274.8,139.6,122.0,53.7,Leicester,Defender,Ricardo Domingos Barbosa Pereira
219,1,4.0,2.0,10.9,55,1612752,1842053,2118,0,0,5,40,0,0,0,4,0,0,4,422,460.4,69.4,20.0,54.9,Leicester,Defender,Daniel Amartey
220,1,5.3,2.8,1.5,75,257794,214033,2124,1,0,6,30,0,0,0,1,0,0,6,365,435.4,241.0,103.0,78.1,Leicester,Defender,Timothy Castagne
221,2,6.4,3.8,3.5,120,1004798,1194917,2629,6,4,6,42,0,0,0,3,0,0,14,532,723.8,578.9,460.0,175.8,Leicester,Midfielder,Youri Tielemans
222,1,5.7,2.5,0.1,35,12230,29532,438,2,3,1,15,0,0,0,0,1,0,2,101,172.4,139.7,180.0,48.7,Leicester,Midfielder,Ayoze Pérez
223,6,6.9,5.2,16.3,181,3524725,2992096,2454,12,11,5,41,0,0,0,3,0,0,24,637,827.4,706.2,770.0,230.2,Leicester,Midfielder,James Maddison
224,1,7.0,3.1,3.2,80,754762,1479174,1253,4,6,1,25,0,0,0,1,0,0,10,246,292.0,242.7,390.0,92.2,Leicester,Forward,Kelechi Iheanacho
225,0,4.4,1.3,0.1,8,12649,16855,284,0,0,1,4,0,0,0,1,0,0,0,41,43.0,2.8,6.0,5.3,Leicester,Midfielder,Hamza Choudhury
226,2,6.5,4.3,4.2,137,714022,1313969,2095,6,12,8,30,0,0,0,2,0,0,10,377,546.2,425.3,1000.0,196.8,Leicester,Midfielder,Harvey Barnes
227,0,4.8,2.2,0.8,41,84320,169256,1617,0,1,5,26,0,0,0,4,0,0,0,240,322.0,66.0,179.0,57.0,Leicester,Midfielder,Wilfred Ndidi
228,0,4.9,2.4,2.1,66,279122,357812,2497,1,0,5,44,0,0,0,5,0,0,6,454,606.4,64.7,90.0,76.2,Leicester,Defender,Çaglar Söyüncü
229,0,4.9,2.2,0.6,29,106032,54467,996,0,0,2,13,0,0,0,0,0,0,1,167,190.0,136.2,97.0,42.5,Leicester,Defender,James Justin
230,0,4.3,2.3,0.8,50,225090,211437,1911,0,1,5,35,0,0,0,2,0,0,1,349,406.2,198.5,59.0,66.6,Leicester,Defender,Luke Thomas
231,0,4.3,2.4,0.9,17,85806,70508,630,0,0,1,7,0,0,0,2,0,0,2,112,131.4,30.1,32.0,19.4,Leicester,Defender,Wesley Fofana
232,0,4.7,1.1,0.4,11,61714,143303,563,0,0,1,16,0,0,0,2,0,0,0,115,159.2,15.2,15.0,19.0,Leicester,Defender,Jannik Vestergaard
233,1,7.0,3.0,1.4,70,490710,507841,1152,5,3,3,20,0,0,0,2,0,0,8,216,287.8,166.2,460.0,90.9,Leicester,Forward,Patson Daka
234,0,4.8,1.9,0.1,36,17237,21631,1095,0,1,2,27,0,0,0,0,0,0,1,153,142.6,98.6,40.0,28.1,Leicester,Midfielder,Boubakary Soumaré
235,0,4.6,1.0,0.3,4,19475,149828,337,0,0,0,7,0,0,0,1,0,0,0,32,48.0,14.8,8.0,7.2,Leicester,Defender,Ryan Bertrand
236,1,4.4,2.5,1.6,70,243474,105914,2101,1,2,8,27,0,0,0,4,0,0,4,337,377.6,505.6,221.0,110.6,Leicester,Midfielder,Kiernan Dewsbury-Hall
237,0,5.9,2.9,0.3,76,256237,230015,1446,6,0,2,31,0,0,0,2,0,0,6,225,363.0,303.7,518.0,118.3,Leicester,Midfielder,Ademola Lookman
238,0,4.5,1.0,0.0,1,993,687,23,0,0,0,1,0,0,0,0,0,0,0,2,2.0,1.5,2.0,0.6,Leicester,Midfielder,Lewis Brunt
239,0,4.5,1.0,0.0,1,227,210,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,Leicester,Midfielder,Kasey McAteer
240,1,4.4,2.9,0.3,60,69830,82615,1814,0,2,5,26,0,0,0,5,0,0,5,352,413.4,53.4,65.0,53.4,Leeds,Defender,Liam Cooper
241,1,4.3,2.1,2.8,55,649596,1319455,2272,2,3,2,66,0,0,0,4,1,0,8,405,603.2,186.5,238.0,102.5,Leeds,Defender,Luke Ayling
242,1,5.1,1.8,0.3,61,93057,117004,2071,1,2,1,52,0,0,0,5,0,0,4,277,340.4,434.6,484.0,125.6,Leeds,Midfielder,Mateusz Klich
243,0,6.3,2.7,2.1,85,495107,477540,2263,6,2,5,37,0,0,0,9,0,0,11,351,430.2,558.3,602.0,159.0,Leeds,Forward,Rodrigo Moreno
244,0,4.9,2.4,2.7,80,301722,1184311,2920,1,1,5,66,0,0,0,5,0,0,6,473,615.8,509.6,288.0,141.8,Leeds,Midfielder,Stuart Dallas
245,0,7.7,3.1,2.8,28,905040,2047850,557,2,2,0,14,0,0,0,2,0,0,2,90,125.8,69.0,289.0,47.9,Leeds,Forward,Patrick Bamford
246,1,4.5,2.8,0.4,77,116867,104656,2341,3,0,5,44,0,0,0,7,0,0,6,432,521.8,40.1,142.0,70.7,Leeds,Defender,Diego Llorente
247,0,4.7,1.9,0.9,39,105200,233154,1594,0,1,3,25,0,0,0,4,0,0,1,209,270.8,151.0,99.0,52.4,Leeds,Midfielder,Kalvin Phillips
248,0,5.4,1.0,0.0,1,1668,15103,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,1.0,0.0,Leeds,Midfielder,Hélder Wander Sousa de Azevedo e Costa
249,0,4.8,1.5,0.1,34,22162,24559,976,1,1,1,26,0,0,0,5,0,0,1,105,160.4,189.8,296.0,64.9,Leeds,Midfielder,Tyler Roberts
250,0,4.3,1.1,0.1,23,138028,151750,1572,0,0,1,40,0,0,0,3,0,0,0,186,201.2,70.3,121.0,39.5,Leeds,Defender,Robin Koch
251,0,6.3,4.1,11.6,145,3973218,4412647,2916,11,4,5,68,0,0,0,7,0,0,14,457,770.8,928.6,915.0,261.6,Leeds,Midfielder,Raphael Dias Belloli
252,0,4.4,1.4,0.1,19,22039,23850,704,0,1,1,14,0,0,0,4,0,0,0,94,126.6,29.0,62.0,21.9,Leeds,Midfielder,Jamie Shackleton
253,0,4.3,1.2,0.2,35,17855,38945,2050,1,1,1,53,0,0,0,6,1,0,0,339,481.0,134.8,191.0,80.8,Leeds,Defender,Pascal Struijk
254,2,4.8,2.8,2.0,106,219982,370776,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,Leeds,Goalkeeper,Illan Meslier
255,2,5.5,3.3,1.5,117,323438,545835,2638,8,1,3,68,0,0,0,3,0,0,12,408,614.6,591.8,687.0,188.5,Leeds,Midfielder,Jack Harrison
256,1,6.0,2.7,0.5,91,243740,231535,2489,4,5,5,51,0,0,0,7,1,0,2,221,336.4,348.1,810.0,148.1,Leeds,Midfielder,Daniel James
257,0,4.7,0.9,0.3,22,30822,81097,1709,0,2,1,49,1,0,0,11,0,0,4,219,320.4,289.4,142.0,75.1,Leeds,Defender,Héctor Junior Firpo Adames
258,0,4.3,2.0,0.1,2,7453,12765,35,0,0,0,0,0,0,0,0,0,4,0,12,25.4,0.0,0.0,2.5,Leeds,Goalkeeper,Kristoffer Klaesson
259,0,4.6,2.1,3.1,15,580620,393884,231,0,2,0,5,0,0,0,0,0,0,0,54,51.6,49.4,39.0,13.9,Leeds,Forward,Sam Greenwood
260,0,4.5,1.0,0.0,6,8731,8090,126,0,0,0,1,0,0,0,0,0,0,0,20,18.6,32.0,36.0,8.6,Leeds,Midfielder,Crysencio Summerville
261,0,4.5,1.7,0.1,38,140297,137134,1526,0,1,2,41,0,0,0,5,0,0,0,204,217.2,195.3,119.0,53.3,Leeds,Midfielder,Adam Forshaw
262,0,3.9,0.0,0.1,0,8911,9306,126,0,0,0,6,0,0,0,1,0,0,0,14,20.0,16.5,4.0,4.0,Leeds,Defender,Cody Drameh
263,0,4.0,0.8,0.3,4,64701,52895,140,0,0,0,4,0,0,0,1,0,0,0,19,29.2,0.6,4.0,3.3,Leeds,Defender,Charlie Cresswell
264,0,4.4,1.0,0.0,1,1846,1749,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,Leeds,Midfielder,Liam McCarron
265,0,4.7,2.1,4.1,43,933525,585313,733,2,4,1,25,0,0,0,4,0,0,3,129,148.0,117.0,412.0,67.2,Leeds,Forward,Joe Gelhardt
266,0,4.3,1.0,0.3,1,79285,58451,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,Leeds,Midfielder,Stuart McKinstry
267,0,4.0,1.0,0.0,2,3512,3392,148,0,0,0,5,0,0,0,0,0,0,0,29,45.6,12.8,2.0,6.1,Leeds,Defender,Leo Fuhr Hjelde
268,0,4.5,1.0,0.0,3,131523,129093,145,0,0,0,4,0,0,0,0,0,0,0,4,5.4,2.8,1.0,0.8,Leeds,Midfielder,Lewis Bate
269,0,4.9,1.6,0.1,38,12265,17677,844,0,1,4,6,0,0,0,2,0,0,1,196,233.2,332.8,78.0,64.5,Liverpool,Midfielder,James Milner
270,2,4.9,3.1,1.8,110,504006,448376,2592,2,5,15,22,0,0,0,3,0,0,9,507,487.4,659.5,247.0,139.2,Liverpool,Midfielder,Jordan Henderson
271,4,5.3,5.5,10.1,170,1554279,769424,2790,3,3,17,21,0,0,0,2,0,0,20,763,711.4,195.3,509.0,141.7,Liverpool,Defender,Joel Matip
272,0,5.3,2.8,0.6,69,105109,149023,1527,1,4,11,7,0,0,0,2,0,0,3,338,420.0,426.2,283.0,113.3,Liverpool,Midfielder,Thiago Alcántara do Nascimento
273,0,5.8,2.5,0.2,42,35389,34786,777,2,1,3,7,0,0,0,0,0,0,2,148,162.8,170.0,208.0,54.0,Liverpool,Midfielder,Alex Oxlade-Chamberlain
274,1,8.7,3.1,2.4,62,764471,1121151,980,5,4,5,9,0,0,0,3,0,0,5,270,337.2,248.4,497.0,108.3,Liverpool,Forward,Roberto Firmino
275,5,6.8,5.4,17.8,183,2203398,2061419,3060,3,3,21,21,0,0,0,3,0,0,13,803,726.4,150.3,455.0,133.1,Liverpool,Defender,Virgil van Dijk
276,3,11.8,5.4,4.8,183,1111702,1077273,2818,16,5,17,24,0,0,0,5,0,0,10,526,814.4,640.8,1585.0,303.9,Liverpool,Midfielder,Sadio Mané
277,2,6.1,4.9,9.4,176,1023557,914974,3240,0,1,20,24,1,0,0,0,0,75,15,782,721.4,10.0,0.0,73.1,Liverpool,Goalkeeper,Alisson Ramses Becker
278,0,5.4,3.3,0.9,97,210957,231852,2311,5,1,15,18,0,0,0,7,0,0,7,438,501.8,282.2,310.0,109.4,Liverpool,Midfielder,Fabio Henrique Tavares
279,8,13.1,7.6,41.0,265,6539682,7654781,2758,23,14,17,22,0,0,1,1,0,0,29,756,1241.0,875.9,2230.0,434.8,Liverpool,Midfielder,Mohamed Salah
280,5,7.3,6.4,11.6,186,1938795,1082491,2537,3,11,17,20,0,0,0,5,1,0,23,770,708.2,900.7,372.0,198.3,Liverpool,Defender,Andrew Robertson
281,0,4.8,3.1,1.4,22,243546,250241,126,3,0,0,0,0,0,0,0,0,0,3,87,104.6,6.6,165.0,27.4,Liverpool,Forward,Divock Origi
282,0,5.1,2.5,0.1,28,16073,22861,178,3,0,0,1,0,0,0,1,0,0,2,89,117.4,33.8,104.0,25.4,Liverpool,Midfielder,Takumi Minamino
283,5,8.4,6.5,37.9,208,4467728,3985324,2853,2,12,18,22,0,0,0,2,0,0,32,864,865.2,1449.1,515.0,283.2,Liverpool,Defender,Trent Alexander-Arnold
284,1,4.7,2.8,0.4,22,23948,65949,330,0,1,2,3,0,0,0,2,0,0,2,92,76.6,64.0,13.0,15.4,Liverpool,Defender,Joseph Gomez
285,1,5.0,2.8,0.2,65,57073,63205,1169,3,2,8,6,0,0,0,3,0,0,4,262,302.0,243.8,258.0,80.5,Liverpool,Midfielder,Naby Keita
286,3,8.3,5.0,17.3,175,6551305,6115344,2357,15,7,14,19,0,0,0,3,0,0,8,483,736.8,538.2,1379.0,264.5,Liverpool,Midfielder,Diogo Jota
287,0,4.3,4.0,0.1,8,15226,18841,180,0,0,1,2,0,0,0,0,0,6,0,52,46.2,0.0,0.0,4.6,Liverpool,Goalkeeper,Caoimhin Kelleher
288,0,5.1,3.0,1.4,33,131999,265546,990,0,0,4,10,0,0,0,2,0,0,0,208,213.4,21.0,20.0,25.4,Liverpool,Defender,Ibrahima Konaté
289,0,5.0,2.7,0.1,40,48181,48916,849,1,1,4,9,0,0,0,0,0,0,3,177,156.4,179.7,171.0,50.8,Liverpool,Midfielder,Curtis Jones
290,0,3.7,3.2,12.4,42,2424331,3166827,874,0,2,4,6,0,0,0,3,0,0,2,202,214.4,401.1,141.0,75.8,Liverpool,Defender,Konstantinos Tsimikas
291,0,3.8,4.0,0.5,4,76418,115239,7,0,1,0,0,0,0,0,0,0,0,0,17,18.2,11.1,2.0,3.1,Liverpool,Defender,Neco Williams
292,0,5.3,2.0,0.1,12,42468,49962,344,0,0,2,2,0,0,0,0,0,0,0,52,43.2,133.5,102.0,27.9,Liverpool,Midfielder,Harvey Elliott
293,0,4.5,0.5,0.0,1,843,751,65,0,0,0,1,0,0,0,1,0,0,0,4,2.8,2.4,0.0,0.6,Liverpool,Midfielder,Tyler Morton
294,0,4.5,1.0,0.0,1,923,741,8,0,0,0,0,0,0,0,0,0,0,0,-3,4.0,0.6,9.0,1.4,Liverpool,Midfielder,Kaide Gordon
295,0,8.1,4.9,8.0,64,1048418,321298,957,4,3,6,4,0,0,0,0,0,0,6,227,289.4,288.0,578.0,115.7,Liverpool,Midfielder,Luis Díaz
296,0,7.5,3.3,7.1,86,1269586,2586079,1910,3,3,15,8,0,0,0,3,0,0,2,359,394.4,730.6,923.0,204.8,Man City,Midfielder,Jack Grealish
297,0,5.4,4.2,4.7,85,848250,1034399,1755,0,2,10,14,0,0,0,1,0,0,5,403,274.2,247.8,110.0,63.2,Man City,Defender,Kyle Walker
298,2,7.1,4.6,2.6,124,735419,1198893,1851,8,5,14,10,0,0,0,1,0,0,10,488,549.2,613.8,798.0,196.3,Man City,Midfielder,Ilkay Gündogan
299,4,12.1,6.5,18.6,196,3527855,2123075,2196,15,8,13,22,0,0,0,2,0,0,33,732,1005.8,1222.0,880.0,311.0,Man City,Midfielder,Kevin De Bruyne
300,1,5.2,5.0,2.6,70,196310,848990,1117,1,0,9,6,0,0,0,0,0,0,4,290,219.8,79.7,145.0,44.4,Man City,Defender,John Stones
301,0,5.2,3.0,0.3,3,18818,76227,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2.0,4.6,Man City,Defender,Benjamin Mendy
302,3,8.6,4.8,4.0,135,1106374,1441796,1485,11,7,7,14,0,0,1,0,0,0,12,477,616.8,631.6,842.0,208.7,Man City,Midfielder,Riyad Mahrez
303,5,10.5,5.4,2.6,163,785692,834017,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,Man City,Midfielder,Raheem Sterling
304,6,7.2,5.6,41.4,201,5714818,2892649,3227,1,11,19,25,0,0,0,7,0,0,27,829,796.0,786.9,851.0,243.6,Man City,Defender,João Pedro Cavaco Cancelo
305,0,6.2,4.2,12.1,155,1212851,1092177,3330,0,0,20,26,0,0,0,3,0,60,4,701,561.2,0.0,0.0,56.1,Man City,Goalkeeper,Ederson Santana de Moraes
306,0,4.7,3.9,0.5,54,74111,79916,919,2,0,5,3,0,0,0,0,0,0,0,234,245.0,58.9,75.0,37.9,Man City,Defender,Nathan Aké
307,2,6.0,4.8,11.0,160,2202388,1487557,2830,4,2,18,24,0,0,0,5,1,0,8,714,660.0,201.0,348.0,120.7,Man City,Defender,Aymeric Laporte
308,0,4.4,7.0,0.2,7,16828,27499,90,0,0,1,0,0,0,0,0,0,2,1,29,23.0,0.0,0.0,2.3,Man City,Goalkeeper,Zack Steffen
309,3,7.0,4.4,14.0,155,4431646,3450935,2856,8,8,16,23,0,0,0,6,0,0,15,663,739.4,876.1,958.0,257.9,Man City,Midfielder,Bernardo Mota Veiga de Carvalho e Silva
310,2,6.2,4.9,15.5,141,2625667,3554820,2401,2,5,14,18,0,0,0,5,0,0,12,622,581.2,225.2,268.0,107.6,Man City,Defender,Rúben Santos Gato Alves Dias
311,3,8.6,4.3,10.2,120,2985403,2505302,1871,8,8,11,15,0,0,0,1,0,0,16,488,567.4,530.9,1126.0,222.3,Man City,Forward,Gabriel Fernando de Jesus
312,1,5.3,3.9,1.5,59,181672,187644,1044,0,4,5,9,0,0,0,0,0,0,4,284,259.4,282.1,111.0,65.4,Man City,Defender,Oleksandr Zinchenko
313,3,7.9,4.9,7.6,137,2916929,2470123,2125,9,6,13,16,0,0,0,1,0,0,11,483,580.8,716.4,954.0,225.5,Man City,Midfielder,Phil Foden
314,0,5.5,3.8,1.9,127,327824,228706,2884,7,2,17,22,0,0,0,5,0,0,9,618,758.2,541.4,444.0,174.8,Man City,Midfielder,Rodrigo Hernandez
315,1,6.7,6.5,1.9,26,1732247,1836096,303,2,1,3,1,0,0,0,0,0,0,2,65,88.6,30.0,204.0,32.3,Man City,Midfielder,Ferran Torres
316,0,4.7,2.4,0.3,45,46459,62805,956,2,1,3,12,0,0,0,1,0,0,2,209,224.8,177.2,154.0,55.7,Man City,Midfielder,Fernando Luiz Rosa
317,0,4.5,2.2,0.1,9,13640,15165,121,0,1,1,0,0,0,0,0,0,0,0,29,11.0,30.8,60.0,10.2,Man City,Midfielder,Cole Palmer
318,0,4.4,1.0,0.0,2,601,511,18,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,Man City,Midfielder,James McAtee
319,0,4.0,1.0,0.0,1,867,643,3,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,Man City,Defender,Conrad Egan-Riley
320,0,5.0,1.0,0.0,1,24621,23440,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,Man City,Forward,Kayky da Silva Chagas
321,0,4.5,1.0,0.2,1,46509,26926,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.1,Man City,Forward,Liam Delap
322,0,8.4,2.3,1.6,34,171076,630082,760,2,1,1,10,0,0,0,0,0,0,2,105,115.0,98.3,304.0,51.9,Man Utd,Forward,Edinson Cavani
323,2,5.0,3.5,8.5,132,1953005,1648388,3420,0,0,8,57,0,2,0,0,0,127,7,667,965.8,0.3,0.0,96.1,Man Utd,Goalkeeper,David de Gea
324,1,4.3,2.3,0.5,52,90149,82011,1375,0,4,2,26,0,0,0,3,0,0,3,271,302.6,216.9,45.0,56.5,Man Utd,Midfielder,Nemanja Matic
325,1,7.4,3.2,6.3,65,2197757,2527837,1347,1,9,2,22,0,0,0,7,1,0,6,254,332.6,355.1,328.0,101.4,Man Utd,Midfielder,Paul Pogba
326,0,5.4,2.3,4.3,69,383176,1048532,2513,1,0,7,43,1,0,0,7,1,0,4,451,571.0,77.2,316.0,96.5,Man Utd,Defender,Harry Maguire
327,1,4.9,3.3,0.8,93,382905,373780,2026,4,5,7,31,1,0,0,5,0,0,8,426,587.4,409.1,201.0,119.8,Man Utd,Midfielder,Frederico Rodrigues de Paula Santos
328,0,5.0,2.3,10.8,46,918566,4223398,1600,0,3,3,24,0,0,0,8,0,0,3,276,292.0,586.1,54.0,93.3,Man Utd,Defender,Luke Shaw
329,0,6.7,1.8,0.9,29,61585,155617,354,2,0,0,13,0,0,0,1,0,0,1,105,115.8,109.5,102.0,32.7,Man Utd,Midfielder,Jesse Lingard
330,2,11.6,4.2,13.5,151,2639954,5596231,3110,10,7,8,54,0,0,2,10,0,0,15,626,906.6,1291.9,910.0,311.2,Man Utd,Midfielder,Bruno Miguel Borges Fernandes
331,0,7.6,1.8,0.5,14,30481,149213,207,1,0,0,3,0,0,0,0,0,0,2,40,40.4,17.5,91.0,14.6,Man Utd,Forward,Anthony Martial
332,1,4.9,3.2,0.8,67,289026,232278,1658,0,4,5,26,0,0,0,1,0,0,6,345,399.6,455.6,103.0,95.9,Man Utd,Defender,Alex Nicolao Telles
333,0,9.4,2.5,0.6,63,315201,312857,1224,4,2,2,28,0,0,0,2,0,0,0,171,233.8,155.4,406.0,79.4,Man Utd,Midfielder,Marcus Rashford
334,0,4.4,1.6,0.3,14,23217,63204,505,0,0,1,10,0,0,0,1,0,0,0,86,71.2,1.1,43.0,11.5,Man Utd,Defender,Axel Tuanzebe
335,0,4.8,2.4,0.5,66,101886,126059,2353,0,2,6,47,0,0,0,4,0,0,4,471,449.0,76.3,66.0,59.3,Man Utd,Defender,Victor Lindelöf
336,1,5.4,2.3,0.3,68,93994,120847,2386,1,2,8,37,0,0,0,9,0,0,2,346,478.4,325.1,297.0,110.1,Man Utd,Midfielder,Scott McTominay
337,0,4.9,0.5,0.1,2,12015,18564,216,0,0,0,4,1,0,0,1,0,0,0,22,36.0,1.0,0.0,3.7,Man Utd,Defender,Eric Bailly
338,0,5.1,2.0,2.9,41,243548,804541,1793,0,0,3,35,0,0,0,2,0,0,3,329,371.8,237.0,123.0,73.3,Man Utd,Defender,Aaron Wan-Bissaka
339,2,7.1,3.9,3.9,71,1920676,2372148,1269,5,2,3,18,0,0,0,1,0,0,7,232,292.2,266.1,516.0,107.3,Man Utd,Midfielder,Mason Greenwood
340,0,4.7,1.4,0.1,10,5875,7969,230,0,0,1,4,0,0,0,0,0,0,0,50,33.8,53.9,57.0,14.5,Man Utd,Midfielder,Juan Mata
341,1,8.9,3.1,2.1,91,486831,1081917,1894,3,4,6,28,0,0,0,0,0,0,9,362,363.2,596.7,549.0,150.9,Man Utd,Midfielder,Jadon Sancho
342,0,4.2,2.2,1.4,54,643271,538924,1797,0,0,5,29,0,0,0,4,0,0,5,382,411.0,286.1,126.0,82.2,Man Utd,Defender,José Diogo Dalot Teixeira
343,0,4.8,2.8,0.8,59,210903,145567,1208,2,3,4,17,0,0,0,0,0,0,2,193,206.2,172.1,303.0,68.2,Man Utd,Midfielder,Anthony Elanga
344,2,5.5,3.4,2.3,75,703400,689501,1829,1,1,5,22,0,0,0,0,0,0,9,378,402.4,60.0,119.0,58.5,Man Utd,Defender,Raphaël Varane
345,8,12.2,5.3,18.1,159,7045959,6056855,2454,18,3,8,41,0,0,0,8,0,0,29,608,800.4,421.9,1535.0,274.6,Man Utd,Forward,Cristiano Ronaldo dos Santos Aveiro
346,0,4.5,1.0,0.0,4,5223,4157,161,0,0,0,3,0,0,0,0,0,0,0,41,53.0,1.6,0.0,5.5,Man Utd,Defender,Phil Jones
347,0,4.5,0.5,0.0,1,1116,658,67,0,0,0,2,0,0,0,2,0,0,0,-2,4.2,4.4,9.0,1.7,Man Utd,Midfielder,Hannibal Mejbri
348,0,4.5,1.0,0.0,2,849,306,12,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.3,0.0,0.0,Man Utd,Midfielder,Alejandro Garnacho Ferreyra
349,0,4.5,1.0,0.0,1,122,31,15,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,0.0,0.1,Man Utd,Midfielder,Shola Shoretire
350,0,5.3,2.7,0.8,79,505066,564746,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,Newcastle,Midfielder,Joseph Willock
351,0,4.7,3.1,2.8,101,438959,888670,2871,1,2,9,47,1,0,0,3,0,0,7,530,587.4,635.1,184.0,140.7,Newcastle,Defender,Matt Targett
352,1,4.4,3.2,1.1,92,309113,213973,2461,1,1,9,30,0,0,0,8,0,0,6,454,594.0,83.8,264.0,94.0,Newcastle,Defender,Dan Burn
353,0,6.3,2.7,1.8,91,958424,1051175,2694,5,0,6,41,0,0,0,1,0,0,8,228,274.8,265.4,784.0,130.5,Newcastle,Forward,Chris Wood
354,2,5.3,2.6,0.1,63,37966,41711,1981,2,1,6,30,0,0,0,5,1,0,6,292,320.8,246.7,156.0,72.6,Newcastle,Midfielder,Jonjo Shelvey
355,0,4.9,1.1,0.2,20,39089,53559,1333,0,2,0,37,0,0,0,5,0,0,0,207,226.0,420.4,92.0,74.0,Newcastle,Defender,Matt Ritchie
356,0,4.4,1.1,0.1,14,12883,20331,1012,0,1,0,27,0,0,0,2,1,0,1,131,189.2,49.9,95.0,33.1,Newcastle,Defender,Ciaran Clark
357,0,4.5,2.5,0.3,20,46851,80692,720,0,0,0,15,0,0,0,1,0,24,3,110,157.0,0.0,0.0,15.8,Newcastle,Goalkeeper,Karl Darlow
358,1,4.4,3.7,2.8,96,461912,230296,2340,0,0,8,35,0,0,0,1,0,73,9,465,590.8,20.0,0.0,61.1,Newcastle,Goalkeeper,Martin Dubravka
359,1,7.1,4.2,1.5,75,741395,1162192,1386,8,0,3,32,0,0,0,4,0,0,14,220,319.8,127.3,494.0,92.4,Newcastle,Forward,Callum Wilson
360,0,4.8,2.7,0.0,8,3981,7168,69,1,0,0,3,0,0,0,0,0,0,0,25,38.8,12.1,9.0,6.0,Newcastle,Midfielder,Jeff Hendrick
361,1,5.1,2.9,0.3,78,247027,238527,1459,2,5,5,23,0,0,0,3,0,0,8,263,250.2,428.1,324.0,99.2,Newcastle,Midfielder,Ryan Fraser
362,0,4.4,1.8,0.2,47,30871,47254,2055,1,1,3,44,2,0,0,5,0,0,2,284,418.4,46.4,280.0,74.2,Newcastle,Defender,Jamaal Lascelles
363,0,5.2,0.9,0.2,7,29968,38063,34,0,0,0,0,0,0,0,1,0,0,0,22,4.2,24.2,13.0,4.1,Newcastle,Forward,Dwight Gayle
364,0,4.5,2.3,0.0,7,3047,3467,197,0,0,1,1,0,0,0,2,0,0,0,28,24.2,1.9,0.0,2.6,Newcastle,Defender,Paul Dummett
365,0,3.9,2.0,4.6,38,710808,1064924,1258,1,3,1,27,0,0,0,5,0,0,0,206,244.2,65.4,64.0,37.7,Newcastle,Defender,Javier Manquillo
366,0,4.3,2.9,0.2,58,25337,16461,1636,0,1,6,20,0,0,0,5,0,0,3,262,270.4,102.7,54.0,42.9,Newcastle,Defender,Emil Krafth
367,0,4.6,1.9,0.4,62,154923,153095,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,Newcastle,Midfielder,Jacob Murphy
368,2,4.1,3.5,2.5,88,711339,507246,2158,2,2,6,32,0,0,0,4,0,0,10,383,465.2,115.9,234.0,81.7,Newcastle,Defender,Fabian Schär
369,1,4.5,2.0,0.1,28,55543,62328,1000,1,0,0,25,0,0,0,5,0,0,3,124,187.6,33.6,66.0,28.3,Newcastle,Midfielder,Isaac Hayden
